user_id,date,amount,category,transaction_type
CUST006,2024-01-01,1112.27,Investment Income,Income
CUST006,2024-01-02,4325.53,Service Revenue,Income
CUST006,2024-01-03,161.86,Repairs,Expense
CUST006,2024-01-04,4361.61,Sales,Income
CUST006,2024-01-05,1672.19,Marketing,Expense
CUST006,2024-01-06,3569.46,Interest Income,Income
CUST006,2024-01-07,2263.56,Repairs,Expense
CUST006,2024-01-08,1067.77,Office Supplies,Expense
CUST006,2024-01-09,3777.95,Interest Income,Income
CUST006,2024-01-10,2038.89,Employee Salary,Expense
CUST006,2024-01-11,3082.37,Commission,Income
CUST006,2024-01-12,154.01,Repairs,Expense
CUST006,2024-01-13,756.61,Employee Salary,Expense
CUST006,2024-01-14,3219.93,Investment Income,Income
CUST006,2024-01-15,3854.06,Freelance Income,Income
CUST006,2024-01-16,2085.72,Office Supplies,Expense
CUST006,2024-01-17,1150.59,Service Revenue,Income
CUST006,2024-01-18,2791.17,Freelance Income,Income
CUST006,2024-01-19,4319.0,Revenue,Income
CUST006,2024-01-20,350.25,Entertainment,Expense
CUST006,2024-01-21,3525.05,Freelance Income,Income
CUST006,2024-01-22,443.91,Employee Salary,Expense
CUST006,2024-01-23,1939.69,Service Revenue,Income
CUST006,2024-01-24,4599.85,Revenue,Income
CUST006,2024-01-25,3698.47,Commission,Income
CUST006,2024-01-26,1792.63,Marketing,Expense
CUST006,2024-01-27,910.48,Interest Income,Income
CUST006,2024-01-28,2723.04,Sales,Income
CUST006,2024-01-29,1716.62,Utilities,Expense
CUST006,2024-01-30,2406.41,Employee Salary,Expense
CUST006,2024-01-31,1736.89,Transportation,Expense
CUST006,2024-02-01,4642.96,Service Revenue,Income
CUST006,2024-02-02,1811.87,Employee Salary,Expense
CUST006,2024-02-03,237.75,Professional Fees,Expense
CUST006,2024-02-04,2671.47,Insurance,Expense
CUST006,2024-02-05,3741.6,Consulting Income,Income
CUST006,2024-02-06,3191.88,Revenue,Income
CUST006,2024-02-07,2168.23,Transportation,Expense
CUST006,2024-02-08,662.46,Employee Salary,Expense
CUST006,2024-02-09,3825.9,Revenue,Income
CUST006,2024-02-10,4083.86,Commission,Income
CUST006,2024-02-11,1836.46,Sales,Income
CUST006,2024-02-12,2178.72,Employee Salary,Expense
CUST006,2024-02-13,2478.29,Consulting Income,Income
CUST006,2024-02-14,1992.36,Consulting Income,Income
CUST006,2024-02-15,3050.45,Investment Income,Income
CUST006,2024-02-16,2335.5,Rental Income,Income
CUST006,2024-02-17,159.6,Marketing,Expense
CUST006,2024-02-18,1674.17,Office Supplies,Expense
CUST006,2024-02-19,435.19,Inventory,Expense
CUST006,2024-02-20,2809.05,Employee Salary,Expense
CUST006,2024-02-21,828.16,Rent,Expense
CUST006,2024-02-22,1438.26,Interest Income,Income
CUST006,2024-02-23,1249.49,Commission,Income
CUST006,2024-02-24,3326.82,Interest Income,Income
CUST006,2024-02-25,230.05,Rental Income,Income
CUST006,2024-02-26,1632.89,Transportation,Expense
CUST006,2024-02-27,749.45,Inventory,Expense
CUST006,2024-02-28,2601.5,Entertainment,Expense
CUST006,2024-02-29,2867.11,Revenue,Income
CUST006,2024-03-01,2320.54,Rent,Expense
CUST006,2024-03-02,3500.71,Interest Income,Income
CUST006,2024-03-03,3685.84,Commission,Income
CUST006,2024-03-04,1498.78,Office Supplies,Expense
CUST006,2024-03-05,4380.25,Service Revenue,Income
CUST006,2024-03-06,234.47,Consulting Income,Income
CUST006,2024-03-07,4234.68,Rental Income,Income
CUST006,2024-03-08,1788.21,Transportation,Expense
CUST006,2024-03-09,1136.41,Utilities,Expense
CUST006,2024-03-10,295.33,Sales,Income
CUST006,2024-03-11,1497.34,Insurance,Expense
CUST006,2024-03-12,2120.69,Sales,Income
CUST006,2024-03-13,711.59,Service Revenue,Income
CUST006,2024-03-14,1646.69,Marketing,Expense
CUST006,2024-03-15,1003.6,Repairs,Expense
CUST006,2024-03-16,4827.0,Sales,Income
CUST006,2024-03-17,945.5,Commission,Income
CUST006,2024-03-18,1801.54,Transportation,Expense
CUST006,2024-03-19,2591.39,Office Supplies,Expense
CUST006,2024-03-20,1923.69,Rental Income,Income
CUST006,2024-03-21,4481.22,Sales,Income
CUST006,2024-03-22,1761.0,Office Supplies,Expense
CUST006,2024-03-23,4892.78,Freelance Income,Income
CUST006,2024-03-24,2909.02,Investment Income,Income
CUST006,2024-03-25,3720.86,Rental Income,Income
CUST006,2024-03-26,2497.95,Consulting Income,Income
CUST006,2024-03-27,891.06,Marketing,Expense
CUST006,2024-03-28,2148.59,Service Revenue,Income
CUST006,2024-03-29,3198.44,Investment Income,Income
CUST006,2024-03-30,1270.3,Entertainment,Expense
CUST006,2024-03-31,2539.34,Insurance,Expense
CUST006,2024-04-01,3690.92,Investment Income,Income
CUST006,2024-04-02,2710.65,Employee Salary,Expense
CUST006,2024-04-03,1446.13,Inventory,Expense
CUST006,2024-04-04,1022.09,Commission,Income
CUST006,2024-04-05,2998.72,Utilities,Expense
CUST006,2024-04-06,1286.81,Investment Income,Income
CUST006,2024-04-07,1939.26,Utilities,Expense
CUST006,2024-04-08,3566.17,Commission,Income
CUST006,2024-04-09,697.73,Rent,Expense
CUST006,2024-04-10,934.23,Entertainment,Expense
CUST006,2024-04-11,852.37,Repairs,Expense
CUST006,2024-04-12,2055.24,Utilities,Expense
CUST006,2024-04-13,3525.2,Investment Income,Income
CUST006,2024-04-14,4922.18,Freelance Income,Income
CUST006,2024-04-15,4314.03,Sales,Income
CUST006,2024-04-16,1685.08,Rent,Expense
CUST006,2024-04-17,68.95,Inventory,Expense
CUST006,2024-04-18,3330.36,Rental Income,Income
CUST006,2024-04-19,3005.69,Revenue,Income
CUST006,2024-04-20,941.61,Office Supplies,Expense
CUST006,2024-04-21,3126.44,Interest Income,Income
CUST006,2024-04-22,1172.91,Interest Income,Income
CUST006,2024-04-23,1816.82,Sales,Income
CUST006,2024-04-24,716.67,Interest Income,Income
CUST006,2024-04-25,1962.28,Commission,Income
CUST006,2024-04-26,796.59,Repairs,Expense
CUST006,2024-04-27,1985.81,Rental Income,Income
CUST006,2024-04-28,109.64,Sales,Income
CUST006,2024-04-29,2095.68,Service Revenue,Income
CUST006,2024-04-30,3057.92,Service Revenue,Income
CUST006,2024-05-01,3362.66,Interest Income,Income
CUST006,2024-05-02,2768.13,Freelance Income,Income
CUST006,2024-05-03,2847.47,Revenue,Income
CUST006,2024-05-04,363.91,Insurance,Expense
CUST006,2024-05-05,2552.91,Consulting Income,Income
CUST006,2024-05-06,1059.76,Service Revenue,Income
CUST006,2024-05-07,4658.12,Investment Income,Income
CUST006,2024-05-08,847.88,Repairs,Expense
CUST006,2024-05-09,4415.67,Commission,Income
CUST006,2024-05-10,2725.09,Inventory,Expense
CUST006,2024-05-11,992.51,Freelance Income,Income
CUST006,2024-05-12,877.93,Utilities,Expense
CUST006,2024-05-13,3577.8,Sales,Income
CUST006,2024-05-14,2428.03,Rental Income,Income
CUST006,2024-05-15,267.07,Rental Income,Income
CUST006,2024-05-16,3145.7,Service Revenue,Income
CUST006,2024-05-17,1658.83,Transportation,Expense
CUST006,2024-05-18,2723.39,Insurance,Expense
CUST006,2024-05-19,1784.94,Transportation,Expense
CUST006,2024-05-20,2241.41,Insurance,Expense
CUST006,2024-05-21,1989.57,Rent,Expense
CUST006,2024-05-22,3728.49,Sales,Income
CUST006,2024-05-23,984.53,Transportation,Expense
CUST006,2024-05-24,3362.58,Service Revenue,Income
CUST006,2024-05-25,4657.66,Sales,Income
CUST006,2024-05-26,3509.82,Consulting Income,Income
CUST006,2024-05-27,1353.49,Interest Income,Income
CUST006,2024-05-28,4308.74,Freelance Income,Income
CUST006,2024-05-29,1321.54,Entertainment,Expense
CUST006,2024-05-30,450.73,Interest Income,Income
CUST006,2024-05-31,3665.43,Sales,Income
CUST006,2024-06-01,1001.91,Repairs,Expense
CUST006,2024-06-02,2220.14,Rental Income,Income
CUST006,2024-06-03,1114.36,Repairs,Expense
CUST006,2024-06-04,1497.27,Repairs,Expense
CUST006,2024-06-05,1789.28,Repairs,Expense
CUST006,2024-06-06,2327.72,Repairs,Expense
CUST006,2024-06-07,151.59,Investment Income,Income
CUST006,2024-06-08,2596.91,Employee Salary,Expense
CUST006,2024-06-09,1722.17,Entertainment,Expense
CUST006,2024-06-10,4644.11,Revenue,Income
CUST006,2024-06-11,1699.73,Transportation,Expense
CUST006,2024-06-12,4875.29,Sales,Income
CUST006,2024-06-13,2741.2,Utilities,Expense
CUST006,2024-06-14,4216.32,Service Revenue,Income
CUST006,2024-06-15,671.91,Employee Salary,Expense
CUST006,2024-06-16,1808.6,Revenue,Income
CUST006,2024-06-17,2978.39,Interest Income,Income
CUST006,2024-06-18,4579.33,Revenue,Income
CUST006,2024-06-19,735.94,Entertainment,Expense
CUST006,2024-06-20,2495.46,Marketing,Expense
CUST006,2024-06-21,425.25,Sales,Income
CUST006,2024-06-22,1948.85,Utilities,Expense
CUST006,2024-06-23,1787.47,Utilities,Expense
CUST006,2024-06-24,4996.11,Interest Income,Income
CUST006,2024-06-25,496.33,Employee Salary,Expense
